sample_key,pair_id,analysis_cluster,label,path,window_ms,occ_comp_5,occ_suff_5,occ_comp_10,occ_suff_10,occ_comp_20,occ_suff_20
a11_000_LA_E_1529183,a11_000,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_1529183.flac,20,0.055319786071777344,-3.4331047534942627,0.07523107528686523,-5.887585639953613,0.17284393310546875,-6.072249889373779
a11_001_LA_E_7935311,a11_001,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7935311.flac,20,-1.9493827819824219,-5.76753568649292,-1.3207340240478516,-6.060953140258789,-1.1544809341430664,-6.215917587280273
a11_002_LA_E_5344211,a11_002,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_5344211.flac,20,-0.5017910003662109,-4.571355819702148,-0.16122150421142578,-5.974243640899658,0.2851829528808594,-6.061115741729736
a11_003_LA_E_2113190,a11_003,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_2113190.flac,20,-0.7403039932250977,-4.08209228515625,0.4122905731201172,-6.127616882324219,0.40556907653808594,-5.989910125732422
a11_004_LA_E_8758886,a11_004,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_8758886.flac,20,-1.4638714790344238,-4.381190299987793,-1.0647482872009277,-6.147881031036377,0.31390953063964844,-6.068853378295898
a11_005_LA_E_8081889,a11_005,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_8081889.flac,20,0.22616052627563477,-2.4217336177825928,0.22591829299926758,-5.9121270179748535,0.3314399719238281,-5.999825477600098
a11_006_LA_E_1949642,a11_006,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_1949642.flac,20,-0.1753101348876953,-2.9770009517669678,-0.068359375,-5.748412609100342,0.07547378540039062,-6.201202392578125
a11_007_LA_E_3774196,a11_007,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_3774196.flac,20,-0.7561674118041992,-4.46242094039917,-0.3369483947753906,-6.097023963928223,0.6845259666442871,-6.107719421386719
a11_008_LA_E_5491233,a11_008,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_5491233.flac,20,0.5600330829620361,-0.9896866083145142,0.09774470329284668,-6.064699172973633,1.9708707332611084,-6.233030796051025
a11_009_LA_E_6808678,a11_009,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_6808678.flac,20,-2.4205737113952637,-5.895599365234375,-0.3678627014160156,-6.033352375030518,0.5970993041992188,-6.096960544586182
a11_010_LA_E_6585884,a11_010,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_6585884.flac,20,-0.03453254699707031,-2.1517856121063232,-0.043241024017333984,-6.053993225097656,0.17757081985473633,-6.143870830535889
a11_011_LA_E_9223167,a11_011,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_9223167.flac,20,-0.3532233238220215,-5.584768772125244,0.04177713394165039,-6.012065887451172,0.34273862838745117,-6.049241542816162
a11_012_LA_E_5133679,a11_012,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_5133679.flac,20,1.3339009284973145,-3.8122332096099854,1.2687697410583496,-5.938294410705566,1.4824976921081543,-6.204257965087891
a11_013_LA_E_3376297,a11_013,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_3376297.flac,20,0.7192530632019043,-0.9412198662757874,0.49889707565307617,-5.868924140930176,0.7224454879760742,-6.189890384674072
a11_014_LA_E_2932205,a11_014,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_2932205.flac,20,-0.620851993560791,-2.8125343322753906,-0.09059572219848633,-5.978915691375732,0.25981807708740234,-6.055213928222656
a11_015_LA_E_7192576,a11_015,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7192576.flac,20,-0.28791284561157227,-4.5081634521484375,0.07654333114624023,-6.020160675048828,0.30183839797973633,-6.172692775726318
a11_016_LA_E_5026432,a11_016,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_5026432.flac,20,-0.4744911193847656,-6.046850204467773,-0.2474689483642578,-6.17358922958374,0.10499429702758789,-6.240395545959473
a11_017_LA_E_7243479,a11_017,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_7243479.flac,20,-0.04994058609008789,-5.529735088348389,-0.10606050491333008,-6.114756107330322,0.30353260040283203,-6.161010265350342
a11_018_LA_E_1074147,a11_018,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_1074147.flac,20,-2.8009350299835205,-5.624022960662842,-1.4204683303833008,-6.200157165527344,0.39952707290649414,-6.209177017211914
a11_019_LA_E_2774082,a11_019,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_2774082.flac,20,-0.03149914741516113,-1.3983813524246216,-0.29845452308654785,-4.0415802001953125,0.9953556060791016,-6.141139030456543
a11_020_LA_E_1311878,a11_020,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_1311878.flac,20,-0.09647321701049805,-2.9308791160583496,0.07021331787109375,-6.086163520812988,0.0401768684387207,-6.036222457885742
a11_021_LA_E_8412287,a11_021,asvspoof_a11,0,database/LA/ASVspoof2019_LA_eval/flac/LA_E_8412287.flac,20,-0.28804874420166016,-3.9517414569854736,0.03382110595703125,-6.101693630218506,0.27642822265625,-6.288763999938965
