window_ms,comparison,feature,mean_a,mean_b,mean_difference_b_minus_a,ci_lo,ci_hi,p_value,effect_size,test,bootstrap_unit,q_value_bh,is_primary_window
100,cross_language_real,high_frac,0.06742777500306964,0.040648613422702554,-0.026779161580367083,-0.040169773843543116,-0.011716757287954434,2.824716345493447e-07,-0.5979314901781617,Mann-Whitney U + cluster bootstrap,speaker,2.8247163454934472e-06,False
100,cross_language_real,speech_frac,0.960838571190834,0.9450699728727341,-0.015768598318099958,-0.032539164337842666,-0.00034057137423245353,0.039998850313461294,-0.298073631640615,Mann-Whitney U + cluster bootstrap,speaker,0.04444316701495699,False
100,cross_language_real,silence_frac,0.03916142783447867,0.05493002511793747,0.0157685972834588,0.0002680482189458327,0.032345468654994956,0.039998850313461294,0.29807367066047963,Mann-Whitney U + cluster bootstrap,speaker,0.04444316701495699,False
100,cross_language_real,gini,0.40621785843293445,0.357435300994918,-0.04878255743801646,-0.08753455644450688,-0.011539223597023357,0.013091832031530479,-0.3744759540115344,Mann-Whitney U + cluster bootstrap,speaker,0.026183664063060958,False
100,cross_language_real,entropy,15.47609253931684,15.584653156199419,0.10856061688257945,0.01737531792217264,0.20141933898041542,0.02240994155579531,0.32658642896190915,Mann-Whitney U + cluster bootstrap,speaker,0.03201420222256473,False
100,cross_language_real,topk_1pct,0.026770635898614656,0.02539699629283947,-0.0013736396057751864,-0.004458363206488258,0.002233111556853638,0.01669760859256407,-0.1123712904387076,Mann-Whitney U + cluster bootstrap,speaker,0.02782934765427345,False
100,cross_language_real,topk_5pct,0.12421313787073958,0.11545617598670108,-0.008756961884038503,-0.02150709619885923,0.004355784504253284,0.012221088397495607,-0.1937965041187964,Mann-Whitney U + cluster bootstrap,speaker,0.026183664063060958,False
100,cross_language_real,topk_10pct,0.2318921272922223,0.21289726370392625,-0.01899486358829605,-0.038331504594134,0.0013538189107202463,0.011244219967816917,-0.2613155914702748,Mann-Whitney U + cluster bootstrap,speaker,0.026183664063060958,False
100,english_fake_minus_real,low_frac,0.7852565772719278,0.6330157514116884,-0.1522408258602394,-0.16637791304828622,-0.13796968020505346,4.670683307897806e-18,-2.1064859984601347,Wilcoxon signed-rank + pair bootstrap,pair,4.133899292257757e-17,False
100,english_fake_minus_real,mid_frac,0.14731564772500255,0.25059606564307235,0.10328041791806986,0.09174275464895681,0.11461921036931942,3.2378376991430734e-17,1.7546124740943738,Wilcoxon signed-rank + pair bootstrap,pair,6.475675398286147e-17,False
100,english_fake_minus_real,high_frac,0.06742777500306964,0.11638818294523923,0.0489604079421696,0.04350834642410433,0.05477503700349985,8.267798584515514e-18,1.6829350429662946,Wilcoxon signed-rank + pair bootstrap,pair,4.133899292257757e-17,False
100,english_fake_minus_real,speech_frac,0.960838571190834,0.9998535418510437,0.039014970660209654,0.030685176387429236,0.04780053940415382,1.781293897222056e-17,0.879900518381812,Wilcoxon signed-rank + pair bootstrap,pair,4.45323474305514e-17,False
