sample_key,pair_id,analysis_cluster,label,path,window_ms,occ_comp_5,occ_suff_5,occ_comp_10,occ_suff_10,occ_comp_20,occ_suff_20
1002_hindi_real_1002,1002,7b90778674a3659c892533d96bb0aa534879da17cd2f9cb1ae73fc3cc114dda10eba8bb6cfeddbafde910b396a60b95e64b4134430071bf2dd23b8d6a9c32785,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_1002.wav,100,4.2388240694999695,-1.4526135921478271,4.07198528945446,-0.9668512344360352,4.633731722831726,-1.1656635999679565
1032_hindi_real_1032,1032,cea40007071ea914e41633e74d05142fd1f5f8f49c154534816017cf89ce625657c804fe479fe87c08854ecd847697d6ca0fb6bcf424006c307f65430c34785e,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_1032.wav,100,4.6386836767196655,-2.965803623199463,6.679704189300537,-3.710646152496338,9.295642137527466,-4.260527610778809
1036_hindi_real_1036,1036,b726b76c3576ad4edb7eeec20cfca6ae5b5ce074dd7e042da97ec800dc152b6fc7d0c462260dde20cea9d99782632cdd7a47c83c615cfcc3324c9b890fc12ee9,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_1036.wav,100,4.022767663002014,-3.4667510986328125,6.135310232639313,-5.575750350952148,7.883880138397217,-1.5850332975387573
1044_hindi_real_1044,1044,60b2daa4cda30b5320834f3c2d21ea1841b52ccd7bf7ed4689f3ff27ca59c3323707c95e9a17bea4082356c576bbc3f17a00106134240f3632529b329fc1e62a,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_1044.wav,100,5.347785115242004,-3.61637544631958,6.977751016616821,-4.455702781677246,8.231816530227661,-3.412470817565918
1048_hindi_real_1048,1048,a4a1040c8228b7c4f4f6d82e4db994894b669b51b15980a75e3c7f8f91169c13973557c4f950a4eef6447617ff114233bc495632040f6b24694c4127cc9a86b9,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_1048.wav,100,3.417817234992981,-1.181339144706726,5.2588987201452255,-0.9078585505485535,6.294274210929871,-0.5853942036628723
1050_hindi_real_1050,1050,5191b8af39731f5141ffac823e13e25016e5b3109209f12d3337bdfc92ddff74ea717e293a01fe3b90fb2be2a87b0621cc385140b097b7e6d76f1d2e2f319d74,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_1050.wav,100,3.2480210959911346,-0.5504062175750732,4.0986714363098145,-0.8355888724327087,5.8789472579956055,-3.723156452178955
1053_hindi_real_1053,1053,9c12887b11ae7ce76bcb5c4ca6b56f174e89c82f02c52c05b93ac7a40b6fb7b28d8474241a7dc36b3ad5b36eab48a209bf7e68a905ca64ac40b89e9311dec25d,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_1053.wav,100,2.0798418521881104,-1.1722458600997925,2.7385023832321167,-1.4027291536331177,4.411367297172546,-2.524661064147949
1056_hindi_real_1056,1056,74751bae9cd9bc9a9c005dce39ee035a3d1a201afb6bc83523226793b7fa2526d2c29ccebaaee7bcc6af9949646ae1bde77eade6fcec218564391c06e0ec86d3,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_1056.wav,100,2.3063161373138428,-0.9639471769332886,4.988651394844055,-0.8778907060623169,6.722324371337891,-0.8222770690917969
1061_hindi_real_1061,1061,52f22814969ddf3ae439c9927cdc815781938e7b8db9939cbe5cc7211c83b3dd6eccb62b360571d4002d64878c3b70340e8a76bf784048ff984b73b71d31fc52,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_1061.wav,100,2.763225793838501,-1.0985316038131714,5.193768858909607,-2.372406005859375,4.6481064558029175,-0.9208577275276184
1063_hindi_real_1063,1063,6599122319c224d4b370bdaa817d68a9d0d1774b81aada4980c0519f78ae3a9ebea33cc1b8fc6a20008d791474bdefb675e448b3c00d10d0fd05a39e153e922e,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_1063.wav,100,3.487197995185852,-4.08120059967041,4.872984170913696,-5.049350738525391,7.204896926879883,-6.029658794403076
1075_hindi_real_1075,1075,5910123d516315dfc2a43523d5cbc63444096a4cd38bb8b772155e3c51fb2f1eb673beaa1603de242ad8aa5dafe9d0ebd85a1c02bc6a7ee45e636585932306ae,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_1075.wav,100,6.063493132591248,-1.2574247121810913,7.8662567138671875,-2.1356000900268555,7.339868426322937,-0.9024549722671509
108_hindi_real_0108,108,c0fce8f25f23b41ed1321b49a5940b20f8b61130c14559d79ddf3816e5a433e06cad1469ff786911ce97ba8ea234da6b623881f3bb65339d1d3dd296e477a193,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0108.wav,100,2.900972008705139,-0.6195077896118164,4.086003482341766,-0.9764113426208496,4.721395313739777,-0.2718903422355652
