window_ms,comparison,feature,mean_a,mean_b,mean_difference_b_minus_a,ci_lo,ci_hi,p_value,effect_size,test,bootstrap_unit,q_value_bh
100,cross_language_real,low_frac,0.7852565772719278,0.839517512288768,0.05426093501684026,0.02984346666770302,0.07858188213913359,4.286757058890993e-05,0.6320114938301783,Mann-Whitney U + cluster bootstrap,speaker,0.00021433785294454964
100,cross_language_real,mid_frac,0.14731564772500255,0.1198338742885293,-0.027481773436473247,-0.047793357783927445,-0.00772988487409017,0.05876313553183144,-0.3755142018146454,Mann-Whitney U + cluster bootstrap,speaker,0.05876313553183145
100,cross_language_real,high_frac,0.06742777500306964,0.040648613422702554,-0.026779161580367083,-0.040169773843543116,-0.011716757287954434,2.824716345493447e-07,-0.5979314901781617,Mann-Whitney U + cluster bootstrap,speaker,2.8247163454934472e-06
100,cross_language_real,speech_frac,0.960838571190834,0.9450699728727341,-0.015768598318099958,-0.032539164337842666,-0.00034057137423245353,0.039998850313461294,-0.298073631640615,Mann-Whitney U + cluster bootstrap,speaker,0.04444316701495699
100,cross_language_real,silence_frac,0.03916142783447867,0.05493002511793747,0.0157685972834588,0.0002680482189458327,0.032345468654994956,0.039998850313461294,0.29807367066047963,Mann-Whitney U + cluster bootstrap,speaker,0.04444316701495699
100,cross_language_real,gini,0.40621785843293445,0.357435300994918,-0.04878255743801646,-0.08753455644450688,-0.011539223597023357,0.013091832031530479,-0.3744759540115344,Mann-Whitney U + cluster bootstrap,speaker,0.026183664063060958
100,cross_language_real,entropy,15.47609253931684,15.584653156199419,0.10856061688257945,0.01737531792217264,0.20141933898041542,0.02240994155579531,0.32658642896190915,Mann-Whitney U + cluster bootstrap,speaker,0.03201420222256473
100,cross_language_real,topk_1pct,0.026770635898614656,0.02539699629283947,-0.0013736396057751864,-0.004458363206488258,0.002233111556853638,0.01669760859256407,-0.1123712904387076,Mann-Whitney U + cluster bootstrap,speaker,0.02782934765427345
100,cross_language_real,topk_5pct,0.12421313787073958,0.11545617598670108,-0.008756961884038503,-0.02150709619885923,0.004355784504253284,0.012221088397495607,-0.1937965041187964,Mann-Whitney U + cluster bootstrap,speaker,0.026183664063060958
100,cross_language_real,topk_10pct,0.2318921272922223,0.21289726370392625,-0.01899486358829605,-0.038331504594134,0.0013538189107202463,0.011244219967816917,-0.2613155914702748,Mann-Whitney U + cluster bootstrap,speaker,0.026183664063060958
100,english_fake_minus_real,low_frac,0.7852565772719278,0.6330157514116884,-0.1522408258602394,-0.16637791304828622,-0.13796968020505346,4.670683307897806e-18,-2.1064859984601347,Wilcoxon signed-rank + pair bootstrap,pair,4.133899292257757e-17
100,english_fake_minus_real,mid_frac,0.14731564772500255,0.25059606564307235,0.10328041791806986,0.09174275464895681,0.11461921036931942,3.2378376991430734e-17,1.7546124740943738,Wilcoxon signed-rank + pair bootstrap,pair,6.475675398286147e-17
100,english_fake_minus_real,high_frac,0.06742777500306964,0.11638818294523923,0.0489604079421696,0.04350834642410433,0.05477503700349985,8.267798584515514e-18,1.6829350429662946,Wilcoxon signed-rank + pair bootstrap,pair,4.133899292257757e-17
100,english_fake_minus_real,speech_frac,0.960838571190834,0.9998535418510437,0.039014970660209654,0.030685176387429236,0.04780053940415382,1.781293897222056e-17,0.879900518381812,Wilcoxon signed-rank + pair bootstrap,pair,4.45323474305514e-17
100,english_fake_minus_real,silence_frac,0.03916142783447867,0.00014645825722254814,-0.03901496957725612,-0.04846874752831354,-0.03063752857507643,1.781293897222056e-17,-0.8799005909947973,Wilcoxon signed-rank + pair bootstrap,pair,4.45323474305514e-17
100,english_fake_minus_real,gini,0.40621785843293445,0.30721321967516274,-0.09900463875777171,-0.13254420060336322,-0.06527444333426208,2.232679900122646e-06,-0.5692533195963441,Wilcoxon signed-rank + pair bootstrap,pair,3.1895427144609226e-06
100,english_fake_minus_real,entropy,15.47609253931684,15.709696866574047,0.23360432725720692,0.15893833644792496,0.31012808134826053,1.4089667001638243e-07,0.5937047395203346,Wilcoxon signed-rank + pair bootstrap,pair,2.3482778336063738e-07
100,english_fake_minus_real,topk_1pct,0.026770635898614656,0.03282397981479851,0.006053343916183859,0.0016684613119982252,0.010435156323246236,0.0362653406125505,0.27044622933755813,Wilcoxon signed-rank + pair bootstrap,pair,0.045331675765688126
100,english_fake_minus_real,topk_5pct,0.12421313787073958,0.1351423036205576,0.010929165749818054,-0.0016106646047724443,0.02419730290140632,0.17771520952175224,0.16936303791296767,Wilcoxon signed-rank + pair bootstrap,pair,0.19746134391305803
100,english_fake_minus_real,topk_10pct,0.2318921272922223,0.23167715906930864,-0.00021496822291372815,-0.017422484013466636,0.017539755262023733,0.8392435483441993,-0.0022900419487013445,Wilcoxon signed-rank + pair bootstrap,pair,0.8392435483441993
100,hindi_fake_minus_real,low_frac,0.839517512288768,0.3910694753828174,-0.4484480369059508,-0.4828958679595143,-0.4103923030997262,9.893009181510365e-18,-2.4971590917552478,Wilcoxon signed-rank + pair bootstrap,pair,4.5774167475349573e-17
100,hindi_fake_minus_real,mid_frac,0.1198338742885293,0.328923131089373,0.20908925680084367,0.19069969152895816,0.2265811983306937,1.3732250242604873e-17,2.325490138009964,Wilcoxon signed-rank + pair bootstrap,pair,4.5774167475349573e-17
100,hindi_fake_minus_real,high_frac,0.040648613422702554,0.28000739352780973,0.23935878010510725,0.22067891701525336,0.25906046195677446,3.896559845095909e-18,2.4413705315708203,Wilcoxon signed-rank + pair bootstrap,pair,3.8965598450959094e-17
100,hindi_fake_minus_real,speech_frac,0.9450699728727341,0.987786962389946,0.042716989517211916,0.03283572262525559,0.05470085167884827,3.776125830841551e-14,0.7822259391158608,Wilcoxon signed-rank + pair bootstrap,pair,7.552251661683102e-14
100,hindi_fake_minus_real,silence_frac,0.05493002511793747,0.01221303567290306,-0.042716989445034416,-0.05369841533969156,-0.03248202435887652,3.776125830841551e-14,-0.7822259480943947,Wilcoxon signed-rank + pair bootstrap,pair,7.552251661683102e-14
100,hindi_fake_minus_real,gini,0.357435300994918,0.271058396171899,-0.08637690482301906,-0.12211233460490216,-0.0520763643295562,1.4302449034926375e-05,-0.5025600762086916,Wilcoxon signed-rank + pair bootstrap,pair,2.043207004989482e-05
100,hindi_fake_minus_real,entropy,15.584653156199419,15.76294286060165,0.1782897044022291,0.1125203503717441,0.24530296557883424,4.3188724984886716e-07,0.5261130648880248,Wilcoxon signed-rank + pair bootstrap,pair,7.198120830814453e-07
100,hindi_fake_minus_real,topk_1pct,0.02539699629283947,0.02340611434721654,-0.0019908819456229254,-0.005563071169627073,0.0013749410500347055,0.5247177003787094,-0.1128205294470736,Wilcoxon signed-rank + pair bootstrap,pair,0.5247177003787094
100,hindi_fake_minus_real,topk_5pct,0.11545617598670108,0.10669213819939896,-0.008764037787302108,-0.021908214265954653,0.0036816015276319417,0.3055421446183436,-0.13898114247108673,Wilcoxon signed-rank + pair bootstrap,pair,0.3394912717981595
100,hindi_fake_minus_real,topk_10pct,0.21289726370392625,0.1968550724704697,-0.016042191233456547,-0.034536303443575174,0.0027217112586388576,0.19488989682868574,-0.16872400851522207,Wilcoxon signed-rank + pair bootstrap,pair,0.24361237103585717
