window_ms,comparison,feature,mean_a,mean_b,mean_difference_b_minus_a,ci_lo,ci_hi,p_value,effect_size,test,bootstrap_unit,q_value_bh
100,cross_language_fake,low_frac,0.6330157514116884,0.3910694753828174,-0.24194627602887103,-0.2818803950308316,-0.20294419739485045,2.334833537774649e-21,-1.724662012722186,Mann-Whitney U + cluster bootstrap,speaker,1.1674167688873246e-20
100,cross_language_fake,mid_frac,0.25059606564307235,0.328923131089373,0.07832706544630064,0.05626837989750941,0.09890231714525854,6.045797903079287e-13,1.0028408533568882,Mann-Whitney U + cluster bootstrap,speaker,2.0152659676930955e-12
100,cross_language_fake,high_frac,0.11638818294523923,0.28000739352780973,0.1636192105825705,0.14104962603149498,0.18414429168462268,4.1882144247929716e-23,2.160524816616516,Mann-Whitney U + cluster bootstrap,speaker,4.188214424792972e-22
100,cross_language_fake,speech_frac,0.9998535418510437,0.987786962389946,-0.012066579461097682,-0.022449210191889474,-0.003527499304138808,0.04664987253669902,-0.3396031149473896,Mann-Whitney U + cluster bootstrap,speaker,0.04664987253669902
100,cross_language_fake,silence_frac,0.00014645825722254814,0.01221303567290306,0.012066577415680513,0.003339117530334438,0.022984900217386882,0.04664987253669902,0.33960308076859574,Mann-Whitney U + cluster bootstrap,speaker,0.04664987253669902
100,cross_language_fake,gini,0.30721321967516274,0.271058396171899,-0.03615482350326377,-0.07035125360690081,-0.003520255079093067,0.03550633752206503,-0.3143081843005221,Mann-Whitney U + cluster bootstrap,speaker,0.044382921902581286
100,cross_language_fake,entropy,15.709696866574047,15.76294286060165,0.053245994027601995,0.0010460452500848099,0.10914093636665956,0.03383074785101314,0.2856132145647116,Mann-Whitney U + cluster bootstrap,speaker,0.044382921902581286
100,cross_language_fake,topk_1pct,0.03282397981479851,0.02340611434721654,-0.00941786546758197,-0.014390574855127684,-0.004709965636375223,3.218532115022022e-05,-0.5305040004989321,Mann-Whitney U + cluster bootstrap,speaker,8.046330287555055e-05
100,cross_language_fake,topk_5pct,0.1351423036205576,0.10669213819939896,-0.028450165421158635,-0.04330876058806326,-0.013600318751098444,9.393081518614658e-05,-0.5434619856088883,Mann-Whitney U + cluster bootstrap,speaker,0.00018786163037229315
100,cross_language_fake,topk_10pct,0.23167715906930864,0.1968550724704697,-0.034822086598838925,-0.05579549718913442,-0.014657201522648959,0.0003975691120105395,-0.49410164522931627,Mann-Whitney U + cluster bootstrap,speaker,0.0006626151866842324
