condition,label,english_mean_delta,hindi_mean_delta,hindi_minus_english,mannwhitney_p,n_english,n_hindi
remove_low,fake,2.0276423838734625,4.039043724946677,2.0114013410732148,6.969630400874889e-06,100,100
remove_low,real,-2.4830380902066826,-1.900562335625291,0.5824757545813917,0.09490822426082188,100,100
remove_mid,fake,0.8318520613014698,2.343186003640294,1.5113339423388243,3.565545542848456e-07,100,100
remove_mid,real,-1.8241916982084512,-1.5425291072949767,0.28166259091347445,0.10238374714454578,100,100
remove_high,fake,-1.0328090481460095,-0.6862851618602872,0.3465238862857223,0.23359388675962656,100,100
remove_high,real,-0.576292862482369,-0.6475828663259745,-0.07129000384360551,0.6769726149470348,100,100
