condition,label,cluster_basis,observed_diff_hindi_minus_english,ci_lo,ci_hi,p_bootstrap,n_en,n_hi,n_en_clusters,n_hi_clusters,n_bootstrap,seed
remove_low,fake,speaker,2.0114013410732148,0.9041610327691842,3.080338603832596,0.0005,100,100,99,86,2000,18235
remove_low,real,speaker,0.5824757545813917,-0.18128482431114767,1.337190877447907,0.1275,100,100,99,86,2000,18236
remove_mid,fake,speaker,1.5113339423388243,0.9221122800174137,2.073934086243396,0.0004997501249375312,100,100,99,86,2000,18237
remove_mid,real,speaker,0.28166259091347445,-0.13530293726358436,0.6854458199175982,0.1815,100,100,99,86,2000,18238
