english_row,hindi_row,distance,english_pair_id,hindi_pair_id
0,622,1.4766183698740762,0,622
2,358,1.9122424412126022,2,358
3,509,1.6622703470333362,3,509
4,1059,1.7029576743615034,4,1059
5,507,0.7580219426257133,5,507
6,985,1.4981953270359039,6,985
11,858,1.9848204586788145,11,858
12,1109,1.1841119318483275,12,1109
13,851,1.8611270431257505,13,851
14,1028,1.380146639794546,14,1028
15,753,1.5010450619608786,15,753
17,639,1.9720235149985017,17,639
20,567,1.2837533055227093,20,567
21,813,1.9918661013675516,21,813
22,972,1.9330169338457437,22,972
23,1004,1.9483488992665066,23,1004
24,313,1.9506455858161074,24,313
26,921,1.8785718801918652,26,921
27,724,1.980132083710659,27,724
29,919,1.7586487797214785,29,919
30,997,1.906092764097737,30,997
31,456,1.968863831116093,31,456
32,909,1.720899704182342,32,909
33,700,1.9600013733776822,33,700
34,1048,1.3063173420281178,34,1048
36,236,1.9412220473442532,36,236
37,1106,1.6360154722580782,37,1106
38,627,1.984176505496403,38,627
39,117,1.9330135098380152,39,117
40,1072,0.9559013012071536,40,1072
42,348,1.9637580613505519,42,348
43,534,1.7019120850536873,43,534
44,435,1.1876632510020337,44,435
48,459,1.9771965024277613,48,459
49,1,1.3721293277132312,49,1
52,1020,1.8757103522903755,52,1020
53,576,1.9309524669810971,53,576
55,643,1.6445451478170279,55,643
56,1038,1.7463695567915662,56,1038
57,964,1.6520192449053823,57,964
58,619,1.994067603562554,58,619
59,247,1.5672978755625657,59,247
60,283,1.376255644006858,60,283
61,958,1.9730484999220104,61,958
63,1096,1.0334883964174326,63,1096
64,540,1.8200947530759193,64,540
69,362,1.8874494116063103,69,362
71,408,1.4266742485669264,71,408
72,1120,1.6195696384637013,72,1120
73,426,1.7698344641158918,73,426
74,1076,1.4787307388344604,74,1076
76,353,1.9963353274080295,76,353
78,402,1.8400626832609404,78,402
79,894,1.8916550198965476,79,894
80,1010,1.1682670305986222,80,1010
81,699,1.7267478808428391,81,699
82,308,1.3792879279226533,82,308
85,845,0.869287667987086,85,845
86,1013,1.683938982609948,86,1013
87,68,1.6158806166837334,87,68
88,343,1.8091022127760632,88,343
90,1099,1.0402513731163066,90,1099
92,749,1.9661942317203343,92,749
96,785,1.9214001741249291,96,785
99,613,1.722485532333801,99,613
102,494,1.9814001480302401,102,494
103,722,1.9689984441403672,103,722
104,151,1.775888701554003,104,151
105,259,1.8692007075378367,105,259
106,1122,1.0511383554165787,106,1122
107,323,1.9961343743241748,107,323
108,865,1.981022150761794,108,865
109,127,1.9362994666444606,109,127
110,268,1.867935089622506,110,268
111,391,1.8191315511227597,111,391
112,258,1.9209864138760535,112,258
113,393,1.653311797396629,113,393
114,198,1.9524433299805564,114,198
115,400,1.4183981289094183,115,400
116,536,1.9868630499778466,116,536
117,1036,1.2110980862422343,117,1036
118,798,1.5163583507387428,118,798
119,413,1.9920720004662373,119,413
122,464,1.8901412122074426,122,464
123,8,1.9839089075957634,123,8
124,557,0.46214894265877826,124,557
128,1047,1.3251835444649027,128,1047
129,929,1.909857024659461,129,929
130,255,1.8965769485941457,130,255
132,1111,1.4710042363601836,132,1111
133,448,1.9528208886793255,133,448
135,218,1.8920295976790897,135,218
138,1041,1.9115580952848794,138,1041
139,62,1.26689400603517,139,62
141,650,1.9462198777575035,141,650
143,1107,1.2508129968761574,143,1107
144,19,1.8315107194666143,144,19
145,599,1.9939939748144828,145,599
147,1069,1.2393890148885058,147,1069
150,922,0.9617857763091373,150,922
151,475,0.882794113822802,151,475
152,805,1.8895549111119234,152,805
158,381,1.9020733006765314,158,381
159,395,1.955635703795973,159,395
160,114,1.7827950390100986,160,114
161,1051,1.3918382395715074,161,1051
162,1095,1.106199115608525,162,1095
163,603,1.9526092705724922,163,603
165,644,1.8674081816097612,165,644
166,989,1.6577951958977555,166,989
167,387,1.1654594829963498,167,387
168,147,1.952999524644331,168,147
170,50,0.6364380414063731,170,50
171,162,1.6811290746099115,171,162
172,267,1.0994626923610666,172,267
174,787,1.480639220452361,174,787
175,489,1.9287343745618686,175,489
177,843,1.1074440790724396,177,843
178,301,1.7864278919576053,178,301
180,1011,1.9614000441981188,180,1011
183,691,1.523685090622068,183,691
184,602,1.8819485706913937,184,602
188,420,1.9412775565816693,188,420
190,1118,1.1511420301820847,190,1118
191,196,1.9730628445681548,191,196
192,1075,1.5461223777099986,192,1075
193,863,1.8858532835140778,193,863
194,437,1.9877940520192403,194,437
195,436,1.9877267880394172,195,436
196,1052,1.0603838898048492,196,1052
197,804,1.949133963260965,197,804
198,1093,1.3703007398981346,198,1093
199,835,1.7598120029857787,199,835
202,595,1.924024986464214,202,595
203,332,1.8191432206491618,203,332
204,903,1.9080939716394707,204,903
205,775,0.987246756788297,205,775
207,611,1.9775209122129649,207,611
208,764,1.998389060421998,208,764
210,365,1.9993194436574484,210,365
212,479,1.722465513041222,212,479
213,161,1.950764224301899,213,161
214,583,1.921207179207822,214,583
216,139,1.9929568219564398,216,139
217,647,1.8979484379991833,217,647
219,346,1.4975715176352637,219,346
221,1077,1.4163867407019903,221,1077
224,901,1.9816678431370411,224,901
225,472,1.2334344450128025,225,472
226,378,1.7753450407758788,226,378
230,525,1.9008420878274583,230,525
231,745,1.9022348557540718,231,745
233,354,1.9324515364522528,233,354
235,4,1.7122354875963886,235,4
236,905,1.6654812239938572,236,905
237,392,1.93824769529261,237,392
238,277,1.4291375434839646,238,277
239,541,1.8780525480382335,239,541
240,841,1.9402521005864592,240,841
243,1089,1.260659574636569,243,1089
245,1065,1.3205508160912909,245,1065
246,29,0.11765205857183184,246,29
250,265,1.151933048370753,250,265
251,447,1.856153402939671,251,447
252,467,1.8671843161276214,252,467
253,1016,1.381008703471097,253,1016
255,490,1.5288175039313807,255,490
256,937,1.9389743400952875,256,937
257,577,1.76440968349534,257,577
258,211,1.9314992860184113,258,211
260,185,1.8825819119757636,260,185
261,587,1.1782629324991514,261,587
264,434,1.9634290293093652,264,434
267,26,1.8844626156714872,267,26
268,107,1.9063996330100046,268,107
269,25,0.7316406806783073,269,25
270,230,1.9481685645643743,270,230
271,1103,1.2062664532706178,271,1103
272,696,1.2514540140066872,272,696
273,209,1.884982356050487,273,209
