method,feature,english_fake_minus_real,hindi_fake_minus_real,interaction_hindi_minus_english,ci_lo,ci_hi,descriptive_effect_size,n_english_pairs,n_hindi_pairs,n_english_speakers,n_hindi_speakers,bootstrap_unit,n_bootstrap
occlusion_50ms,low_frac,-0.1574285345880967,-0.4535527034970643,-0.2961241689089676,-0.33635941007588316,-0.256886604313495,-1.4548544982382436,100,100,99,86,speaker,2000
occlusion_50ms,mid_frac,0.10767730604658489,0.21306719815059189,0.105389892104007,0.08173911192083236,0.12613679862488456,1.1161879633903566,100,100,99,86,speaker,2000
occlusion_50ms,high_frac,0.04975122854151181,0.24048550534647237,0.19073427680496055,0.16916722083356173,0.21138608687743726,1.5920553541456814,100,100,99,86,speaker,2000
occlusion_50ms,speech_frac,0.030955955982208256,0.033366420269012445,0.002410464286804189,-0.011518305051271906,0.01546565362419431,0.050510699425359025,100,100,99,86,speaker,2000
occlusion_50ms,silence_frac,-0.03095595769660572,-0.03336642301219395,-0.002410465315588233,-0.014884403688624153,0.0106019350736438,-0.05051072575315385,100,100,99,86,speaker,2000
occlusion_50ms,gini,-0.12936806141095236,-0.11465116974227901,0.014716891668673349,-0.03445451844001578,0.06256768687744456,0.08560965403233137,100,100,99,86,speaker,2000
occlusion_50ms,entropy,0.2969817918575035,0.22914008699630967,-0.06784170486119384,-0.1734113515019263,0.04263056638632738,-0.17394333749706234,100,100,99,86,speaker,2000
occlusion_50ms,topk_1pct,0.006934991697194903,-0.0029550966553535947,-0.009890088352548497,-0.017374370557881998,-0.0033229403883560877,-0.3834934625714308,100,100,99,86,speaker,2000
occlusion_50ms,topk_5pct,2.5361736348963744e-05,-0.013857588592479854,-0.013882950328828818,-0.031021536184935892,0.0031357650327035434,-0.2246869911105625,100,100,99,86,speaker,2000
occlusion_50ms,topk_10pct,-0.01854780192977133,-0.027155055570890676,-0.008607253641119347,-0.03523511537857309,0.016570744474275718,-0.09169223719953605,100,100,99,86,speaker,2000
