sample_key,pair_id,analysis_cluster,label,path,duration_s,content_fraction,ig_delta,low_frac,mid_frac,high_frac,speech_frac,silence_frac,silence_duration_frac,gini,entropy,topk_1pct,topk_5pct,topk_10pct
1002_english_fake_1002,1002,72fa4494c0ae90905d3e7b046cced92d9dfd9a1dfe7bd6b417b25b624c3ede012ea9f4347190f7df632505485b9b85aee0eab6012f82eedcede303e47450e7d7,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_1002.wav,2.136,0.5290402476780186,1.1281918138814682,0.7869015065070664,0.1451682410007257,0.06793025249220795,1.0,0.0,0.0,0.7590486040187727,14.252153393368998,0.1671846108035633,0.4479717424426192,0.6240058522089222
1032_english_fake_1032,1032,a67ea11203bf123fcd175858ced893c999654827e1be9016973959723c52339bcc804a4b6c052cf0dd3c0b189fdb22207e8a0bae5e2f02245083c80d76d730a3,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_1032.wav,5.688,1.0,2.5239619438881795,0.8587785624727909,0.08222714319872239,0.05899429432848662,1.0,0.0,0.0,0.683792961506982,14.678028843620421,0.12624660937675725,0.35475826327789745,0.5190016550226972
1036_english_fake_1036,1036,d1813b3a39bbd5d6f35e04e8e2151930a40e56cefcc57eb71351d6cde06a360b99e6c7791989ff337b308103b8dd7f2f705c01f88506ec4146042276b5a122ce,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_1036.wav,6.6,1.0,-0.3824471094444384,0.8186194919546355,0.11133697910143805,0.07004352894392639,1.0,0.0,0.0,0.6818631842818081,14.662512498494827,0.13743860219674917,0.36966435348839854,0.5264135209172125
1044_english_fake_1044,1044,2613068726292355af6306df9b9448429d185bd61430a67718d1da33e22d3b695383a562c5a385f7df0cfd18b3cda8fa718e306ac9879707519a3ccaddb00154,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_1044.wav,5.424,1.0,-5.01874858318029,0.940026903683253,0.040665698840459716,0.01930739747628725,1.0,0.0,0.0,0.6867854780760472,14.680285348175959,0.12101435530698157,0.34449661588423425,0.5091150075456663
1048_english_fake_1048,1048,47eab07d923d67d86227a7cef43ba747a0bb73c42ddf79a028f02e524bcb7ec8958a0f8f0c9365130c8ace2dfb83390d035ce5950b19f38463079bf11f5509eb,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_1048.wav,3.0,0.7430340557275542,1.463958465458462,0.8300749721683935,0.14367151607242606,0.02625351175918043,1.0,0.0,0.0,0.8177199191230915,13.842195462305032,0.20180456034161948,0.5190188754547232,0.7059529072229186
1050_english_fake_1050,1050,d1c5f949b950acff73774df763348084cac3b5e4d3593069e091c5962357ac3ee43613ca3ae0bd45d12357dc37c535b5f1016945d71f74f1f3dfa8f8e0995338,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_1050.wav,2.688,0.6657585139318887,-0.3989281309643386,0.5736222851309671,0.344290975810349,0.08208673905868386,1.0,0.0,0.0,0.7488453954511634,14.306377299907929,0.16697833298594814,0.43277920903372624,0.6047702851661284
1053_english_fake_1053,1053,e543cc12c580c37bb3b8b3f7904755db09992fc3d80a6166c231ad1dd6ac939bd8dc0a9e857b6d160cd42ebc5f8e9c9cd086e289027f1efa0ed914e44537b513,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_1053.wav,4.824,1.0,-0.1861303600237702,0.8165765583498888,0.0982477957891855,0.08517564586092576,1.0,0.0,0.0,0.7201131872180138,14.452922325364039,0.16036747458191647,0.41512580533180954,0.5764644231736552
1056_english_fake_1056,1056,ec89bf72638f6265060c86f7407b002bb309d6f741e3a5fd806c873e17b7fe6fc8709aa83aa29f2fd8fb85c32e4362da17de510e68100b9ab69112a7a4b98a8b,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_1056.wav,3.624,0.8975851393188855,-0.2040852258205645,0.6608822115631932,0.270443431681476,0.06867435675533075,1.0,0.0,0.0,0.7753007104609155,14.081586958193688,0.2050169261545972,0.48290799416057206,0.6492873078104296
1061_english_fake_1061,1061,82f6efc51109b0bf49ddffc1c25f741e829f97693190472af40ef149afc34810117bcf347aa5dc553239a149ca670eb50780f5aa54c5744c7406ea577fb9de23,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_1061.wav,3.84,0.9510835913312694,1.1950651322299102,0.7775811504814746,0.1720052766772039,0.05041357284132165,1.0,0.0,0.0,0.8014117019907825,14.009305368486203,0.17299007302463848,0.4768451157086793,0.6685315367417137
1063_english_fake_1063,1063,409cd65d420a277b83b2021d2f9ed4086713d62a714661a851f13367f9ce3171b940f57dd4216f6c7e6f877ca02bb8d104475499592153735f1c91bd88960a56,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_1063.wav,4.056,1.0,-4.26149650076426,0.8644874728720087,0.109492385393064,0.026020141734927397,1.0,0.0,0.0,0.7670214737434753,14.206636939805115,0.1716905623410474,0.44614216995273354,0.6237209922400977
